dataset,scaler,model,tuning_method,best_params,Accuracy,ROC-AUC,F1-Score,Precision,Recall,MCC,Kappa,Log Loss,train_Accuracy,train_ROC-AUC,train_F1-Score,train_Precision,train_Recall,train_MCC,train_Kappa,train_Log Loss
adult,PowerTransformer,LDA,GridSearch,{'solver': 'svd'},0.6950354609929078,0.7245784363822177,0.5376344086021505,0.45454545454545453,0.6578947368421053,0.3335115816886746,0.32128064480017904,0.5944537644313264,0.75,0.792973536619851,0.7695749440715883,0.7136929460580913,0.8349514563106796,0.5073768504284395,0.5,0.539275198036021
adult,PowerTransformer,GaussianNB,GridSearch,{'var_smoothing': 1e-09},0.6595744680851063,0.6918753193663771,0.52,0.41935483870967744,0.6842105263157895,0.2991930455786325,0.2790796761823605,3.1868758071125494,0.7160194174757282,0.7542534640399661,0.75,0.6698473282442748,0.8519417475728155,0.4489456123517333,0.43203883495145634,2.024734443737443
adult,PowerTransformer,LogisticRegression,BayesianOptimization,"OrderedDict({'C': 0.16994636371262764, 'penalty': 'l2', 'solver': 'saga'})",0.7021276595744681,0.7184466019417474,0.5333333333333333,0.46153846153846156,0.631578947368421,0.3308229035375921,0.3222705424582284,0.5819325899200104,0.7512135922330098,0.7942165849750211,0.768361581920904,0.718816067653277,0.8252427184466019,0.50802632457663,0.5024271844660194,0.5377142479546576
adult,PowerTransformer,AdaBoost,BayesianOptimization,"OrderedDict({'learning_rate': 0.8449980838885723, 'n_estimators': 271})",0.6950354609929078,0.7118037812979048,0.45569620253164556,0.43902439024390244,0.47368421052631576,0.24463789809683767,0.24429764427271594,0.6320988218581576,0.8179611650485437,0.9025149637100576,0.8295454545454546,0.7799145299145299,0.8859223300970874,0.6418792933079914,0.6359223300970873,0.6147340534696905
adult,PowerTransformer,RandomForest,BayesianOptimization,"OrderedDict({'max_depth': 25, 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 421})",0.723404255319149,0.742973939703628,0.5185185185185185,0.4883720930232558,0.5526315789473685,0.32674823217289867,0.32552434686618426,0.530620201687487,0.8385922330097088,0.9433146385144688,0.8517279821627648,0.7876288659793814,0.9271844660194175,0.6880713656143894,0.6771844660194175,0.385010626921423
adult,PowerTransformer,SVM,BayesianOptimization,"OrderedDict({'C': 15.925169151603527, 'gamma': 0.06578232405415442, 'kernel': 'rbf'})",0.6950354609929078,0.6745017884517118,0.45569620253164556,0.43902439024390244,0.47368421052631576,0.24463789809683767,0.24429764427271594,0.5942097333286681,0.8325242718446602,0.8995222216985579,0.8435374149659864,0.7914893617021277,0.9029126213592233,0.6717381329395419,0.6650485436893203,0.4152299031612026
adult,Normalizer,DecisionTree,GridSearch,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.6524822695035462,0.6440981093510475,0.4235294117647059,0.3829787234042553,0.47368421052631576,0.18084003156336975,0.17877094972067042,3.2365999673858292,0.7864077669902912,0.8569316146667925,0.808695652173913,0.7322834645669292,0.9029126213592233,0.5890289028056913,0.5728155339805825,0.4304663967404074
adult,Normalizer,KNN,GridSearch,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.7021276595744681,0.5991313234542667,0.4,0.4375,0.3684210526315789,0.20514954441238534,0.20381823070717942,6.714859422668338,0.9745145631067961,0.9984653360354416,0.974169741697417,0.9875311720698254,0.9611650485436893,0.9493675592466229,0.9490291262135923,0.04463283212355866
adult,Normalizer,LDA,GridSearch,{'solver': 'svd'},0.6737588652482269,0.711803781297905,0.5208333333333334,0.43103448275862066,0.6578947368421053,0.30432621458154,0.28943908851884315,0.6063760441843116,0.7463592233009708,0.7837125318126119,0.7715846994535519,0.7017892644135189,0.8567961165048543,0.5051955648346739,0.49271844660194175,0.5509374199475009
adult,Normalizer,GaussianNB,GridSearch,{'var_smoothing': 1e-09},0.6028368794326241,0.6834440470107307,0.5172413793103449,0.38461538461538464,0.7894736842105263,0.28867270311735804,0.24280782508630605,3.3711259663846813,0.6747572815533981,0.732391130172495,0.7276422764227642,0.6258741258741258,0.8689320388349514,0.37928372474460836,0.3495145631067961,2.1775687065995615
adult,Normalizer,LogisticRegression,BayesianOptimization,"OrderedDict({'C': 2.7364528220782454, 'penalty': 'l1', 'solver': 'saga'})",0.6808510638297872,0.6986458865610627,0.4827586206896552,0.42857142857142855,0.5526315789473685,0.26163469104726267,0.25728666744703277,0.5981636803748458,0.7366504854368932,0.7741805306814968,0.758082497212932,0.7010309278350515,0.8252427184466019,0.4809100942466163,0.4733009708737864,0.5843407633340953
adult,Normalizer,AdaBoost,BayesianOptimization,"OrderedDict({'learning_rate': 0.8449980838885723, 'n_estimators': 271})",0.6666666666666666,0.7059274399591211,0.5154639175257731,0.423728813559322,0.6578947368421053,0.294837903020961,0.2791254215163711,0.620635669141873,0.7888349514563107,0.8604575124893958,0.8112798264642083,0.7333333333333333,0.9077669902912622,0.5947398582056098,0.5776699029126213,0.6159822375756245
adult,Normalizer,RandomForest,BayesianOptimization,"OrderedDict({'max_depth': 25, 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 421})",0.7021276595744681,0.6999233520694942,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.24348492590700052,0.24348492590700055,0.582061744582391,0.8859223300970874,0.9651710811575078,0.8901869158878505,0.8581081081081081,0.9247572815533981,0.7741833672987243,0.7718446601941747,0.3269189926366292
adult,Normalizer,SVM,BayesianOptimization,"OrderedDict({'C': 0.10253943538922508, 'gamma': 0.028411231508773168, 'kernel': 'sigmoid'})",0.624113475177305,0.5,0.4854368932038835,0.38461538461538464,0.6578947368421053,0.23992669659235785,0.22018157153292284,0.6931471805599454,0.6432038834951457,0.5,0.6783369803063457,0.6175298804780877,0.7524271844660194,0.2934960176903412,0.28640776699029125,0.6931471805599453
adult,MaxAbsScaler,DecisionTree,GridSearch,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7092198581560284,0.6697751660705161,0.5494505494505495,0.4716981132075472,0.6578947368421053,0.3536509123402687,0.34329205952516184,3.211988191249459,0.7985436893203883,0.8765523376378547,0.8179824561403509,0.746,0.9053398058252428,0.6111919138499424,0.5970873786407767,0.4057802513203079
adult,MaxAbsScaler,KNN,GridSearch,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.723404255319149,0.665687276443536,0.43478260869565216,0.4838709677419355,0.39473684210526316,0.25647910571800175,0.2541706225417063,3.799503745476099,0.9745145631067961,0.9985360307286266,0.974169741697417,0.9875311720698254,0.9611650485436893,0.9493675592466229,0.9490291262135923,0.04356602470522364
adult,MaxAbsScaler,LDA,GridSearch,{'solver': 'svd'},0.6950354609929078,0.7294328053142565,0.5473684210526316,0.45614035087719296,0.6842105263157895,0.3465004297037653,0.3310162197947699,0.5853061230037568,0.7475728155339806,0.7849320152700537,0.7688888888888888,0.7090163934426229,0.8398058252427184,0.5037912470546698,0.49514563106796117,0.5476671036715904
adult,MaxAbsScaler,GaussianNB,GridSearch,{'var_smoothing': 1e-08},0.6099290780141844,0.6637710781808891,0.4954128440366973,0.38028169014084506,0.7105263157894737,0.2514449635550125,0.22240048129950873,3.128182807649976,0.6759708737864077,0.7538616976152324,0.7244582043343654,0.63016157989228,0.8519417475728155,0.3759973412566431,0.3519417475728155,2.049203255641854
adult,MaxAbsScaler,LogisticRegression,BayesianOptimization,"OrderedDict({'C': 2.5041499136197736, 'penalty': 'l1', 'solver': 'saga'})",0.6950354609929078,0.7199795605518651,0.5376344086021505,0.45454545454545453,0.6578947368421053,0.3335115816886746,0.32128064480017904,0.5788887131576845,0.7512135922330098,0.7872178103497031,0.7699214365881033,0.7160751565762005,0.8325242718446602,0.5092054476254555,0.5024271844660194,0.5461469450775921
adult,MaxAbsScaler,AdaBoost,BayesianOptimization,"OrderedDict({'learning_rate': 0.8449980838885723, 'n_estimators': 271})",0.6808510638297872,0.6890648952478282,0.4578313253012048,0.4222222222222222,0.5,0.23565219695305747,0.23397319811662443,0.6286857199131676,0.7900485436893204,0.8667611226317278,0.8049605411499436,0.751578947368421,0.866504854368932,0.5870003803567623,0.5800970873786409,0.6163160558302566
adult,MaxAbsScaler,RandomForest,BayesianOptimization,"OrderedDict({'max_depth': 25, 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 421})",0.7304964539007093,0.7107818088911599,0.5581395348837209,0.5,0.631578947368421,0.3732089883480793,0.36801132342533616,0.5518855548191813,0.8264563106796117,0.9317590017909323,0.8402234636871508,0.7784679089026915,0.912621359223301,0.6628290362891033,0.6529126213592233,0.40183997853799475
adult,MaxAbsScaler,SVM,BayesianOptimization,"OrderedDict({'C': 32.52108800594495, 'gamma': 0.044662788252242826, 'kernel': 'rbf'})",0.6737588652482269,0.7077158916709249,0.5,0.42592592592592593,0.6052631578947368,0.27774410154983636,0.26860622462787553,0.5698267108019481,0.7682038834951457,0.8239378122348949,0.7935135135135135,0.7153996101364523,0.8907766990291263,0.5532907333653913,0.5364077669902912,0.5001613576194442
